Protein,Protein ID,Gene,log2FC,FC,P.value,FDR,mean c,mean ptx3,Class,is_onoff
sp|Q7Z5G4|GOGA7_HUMAN,Q7Z5G4,GOLGA7,-7.510461605,0.005484358,0.374032542,0.7154409222873785,0.047369327,0.00025979,NS,True
sp|Q7Z5K2|WAPL_HUMAN,Q7Z5K2,WAPL,2.176699119,4.521179256,0.038766955,0.34157374086666664,0.051122477,0.231133881,Exploratory_Up,False
sp|Q7Z5L9|I2BP2_HUMAN,Q7Z5L9,IRF2BP2,0.180137854,1.132992141,0.273172272,0.6992565984054195,2.868568964,3.250066091,NS,False
sp|Q7Z6B7|SRGP1_HUMAN,Q7Z6B7,SRGAP1,-1.726031943,0.302282226,0.134275694,0.527434926032,0.60923738,0.184161631,NS,False
sp|Q7Z6E9|RBBP6_HUMAN,Q7Z6E9,RBBP6,0.684537303,1.607186447,0.143370062,0.5400450890825688,0.173872022,0.279444757,NS,False
sp|Q7Z6G8|ANS1B_HUMAN,Q7Z6G8,ANKS1B,-4.357827886,0.048771161,0.133875763,0.5269574368349359,1.413589975,0.068942424,NS,False
sp|Q7Z6I8|CE024_HUMAN,Q7Z6I8,C5orf24,0.927668821,1.902199841,0.353755416,0.7154409222873785,0.110498045,0.210189363,NS,False
sp|Q7Z6M1|RABEK_HUMAN,Q7Z6M1,RABEPK,-0.084612924,0.94303752,0.915510822,0.9704481233498813,0.371004128,0.349870813,NS,False
sp|Q7Z6M4|MTEF4_HUMAN,Q7Z6M4,MTERF4,-5.809821686,0.017826636,0.374333877,0.7154409222873785,0.014573155,0.00025979,NS,True
sp|Q7Z6V5|ADAT2_HUMAN,Q7Z6V5,ADAT2,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q7Z6Z7|HUWE1_HUMAN,Q7Z6Z7,HUWE1,-0.174311362,0.886190421,0.026334463,0.34157374086666664,22.91443927,20.30655658,NS,False
sp|Q7Z739|YTHD3_HUMAN,Q7Z739,YTHDF3,-0.043141995,0.970538941,0.734554123,0.9068797445134523,2.678810311,2.599889724,NS,False
sp|Q7Z794|K2C1B_HUMAN,Q7Z794,KRT77,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q7Z7C8|TAF8_HUMAN,Q7Z7C8,TAF8,-7.768414522,0.004586424,0.133835224,0.5269574368349359,0.05664333,0.00025979,NS,True
sp|Q7Z7F7|RM55_HUMAN,Q7Z7F7,MRPL55,-0.128414113,0.914836535,0.874628064,0.9544839486511111,0.38777654,0.354752146,NS,False
sp|Q7Z7H5|TMED4_HUMAN,Q7Z7H5,TMED4,-0.007658613,0.994705519,0.987149229,0.9954616377880469,1.475370932,1.467559609,NS,False
sp|Q7Z7K0|COXM1_HUMAN,Q7Z7K0,CMC1,0.143042481,1.104231361,0.539935611,0.8151087802089093,1.801711791,1.989506664,NS,False
sp|Q7Z7L1|SLN11_HUMAN,Q7Z7L1,SLFN11,8.254495512,305.3871423,0.117156937,0.5117853503006873,0.000248116,0.075771538,NS,True
sp|Q7Z7N9|T179B_HUMAN,Q7Z7N9,TMEM179B,-7.042288259,0.007586824,0.374057085,0.7154409222873785,0.034242305,0.00025979,NS,True
sp|Q86SF2|GALT7_HUMAN,Q86SF2,GALNT7,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86SQ0|PHLB2_HUMAN,Q86SQ0,PHLDB2,0.480046591,1.39478871,0.685910254,0.886970387,0.090688683,0.126491551,NS,False
sp|Q86SQ4|AGRG6_HUMAN,Q86SQ4,ADGRG6,1.594797642,3.020521471,0.558002182,0.8269818030848173,0.020195677,0.061001475,NS,False
sp|Q86SX6|GLRX5_HUMAN,Q86SX6,GLRX5,0.043942447,1.030927191,0.890995575,0.9621262971739609,2.246428423,2.315904145,NS,False
sp|Q86T03|PP4P1_HUMAN,Q86T03,PIP4P1,-7.63198591,0.005041309,0.124285047,0.5144166951262626,0.051532317,0.00025979,NS,True
sp|Q86TB9|PATL1_HUMAN,Q86TB9,PATL1,0.035337197,1.024796318,0.953871606,0.984981499661409,0.24933277,0.255515305,NS,False
sp|Q86TC9|MYPN_HUMAN,Q86TC9,MYPN,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86TG7|PEG10_HUMAN,Q86TG7,PEG10,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86TI2|DPP9_HUMAN,Q86TI2,DPP9,-1.016829278,0.494201304,0.007977219,0.34157374086666664,0.842896427,0.416560513,Stringent_Down,False
sp|Q86TS9|RM52_HUMAN,Q86TS9,MRPL52,-0.024995276,0.982823817,0.788164471,0.9333812048517715,0.243659466,0.239474327,NS,False
sp|Q86TX2|ACOT1_HUMAN,Q86TX2,ACOT1,0.048836625,1.034430433,0.756302725,0.9161307803007148,5.996104808,6.202553292,NS,False
sp|Q86U28|ISCA2_HUMAN,Q86U28,ISCA2,0.84041511,1.790565272,0.162523959,0.5716279646776504,0.934882331,1.673967835,NS,False
sp|Q86U38|NOP9_HUMAN,Q86U38,NOP9,-7.548553152,0.005341449,0.374029096,0.7154409222873785,0.048636679,0.00025979,NS,True
sp|Q86U42|PABP2_HUMAN,Q86U42,PABPN1,-0.184105271,0.880194785,0.451147826,0.7663687138272884,10.99160947,9.674757329,NS,False
sp|Q86U44|MTA70_HUMAN,Q86U44,METTL3,0.435116784,1.352020273,0.441294645,0.7600275437355314,0.89432443,1.20914476,NS,False
sp|Q86U86|PB1_HUMAN,Q86U86,PBRM1,-0.106987592,0.928524838,0.7239078,0.9036795726798379,0.501838665,0.465969665,NS,False
sp|Q86U90|YRDC_HUMAN,Q86U90,YRDC,10.15563875,1140.648646,0.373880964,0.7154409222873785,0.000248116,0.28301356,NS,True
sp|Q86UA1|PRP39_HUMAN,Q86UA1,PRPF39,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86UA6|RIP_HUMAN,Q86UA6,RPAIN,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86UE4|LYRIC_HUMAN,Q86UE4,MTDH,0.398020494,1.31769867,0.222230276,0.6476048404688427,15.06510389,19.85126736,NS,False
sp|Q86UK7|ZN598_HUMAN,Q86UK7,ZNF598,0.028505346,1.01995489,0.922530322,0.973321531226638,1.054043247,1.075076564,NS,False
sp|Q86UP2|KTN1_HUMAN,Q86UP2,KTN1,0.229925004,1.172773983,0.269290672,0.6984771260010565,92.22310211,108.1568548,NS,False
sp|Q86UP3|ZFHX4_HUMAN,Q86UP3,ZFHX4,0.224014542,1.167979167,0.725537477,0.9036795726798379,0.751327722,0.877535127,NS,False
sp|Q86UU0|BCL9L_HUMAN,Q86UU0,BCL9L,0.138462315,1.100731285,0.841809669,0.949491210798548,0.349622755,0.384840705,NS,False
sp|Q86UU1|PHLB1_HUMAN,Q86UU1,PHLDB1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86UY8|NT5D3_HUMAN,Q86UY8,NT5DC3,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86V21|AACS_HUMAN,Q86V21,AACS,0.516723869,1.430702658,0.451354749,0.7663687138272884,0.171411545,0.245238953,NS,False
sp|Q86V48|LUZP1_HUMAN,Q86V48,LUZP1,0.762236215,1.696117615,0.052374287,0.3422170428856383,1.352225199,2.29353298,NS,False
sp|Q86V81|THOC4_HUMAN,Q86V81,ALYREF,0.444365069,1.360715133,0.006722253,0.34157374086666664,41.5583826,56.54912012,NS,False
sp|Q86V88|MGDP1_HUMAN,Q86V88,MDP1,-0.17947221,0.88302598,0.81241634,0.942349215544531,0.286094003,0.252628437,NS,False
sp|Q86VI3|IQGA3_HUMAN,Q86VI3,IQGAP3,0.479032781,1.393808909,0.167838078,0.5783190932097901,0.669703548,0.933438772,NS,False
sp|Q86VM9|ZCH18_HUMAN,Q86VM9,ZC3H18,0.623517591,1.540626975,0.063119724,0.38214284197287296,1.472204345,2.268117728,NS,False
sp|Q86VN1|VPS36_HUMAN,Q86VN1,VPS36,0.623219524,1.540308708,0.271328456,0.6989184211029795,0.52253719,0.804868584,NS,False
sp|Q86VP6|CAND1_HUMAN,Q86VP6,CAND1,-0.140896872,0.906955158,0.390409531,0.7254665473857198,41.95584915,38.0520738,NS,False
sp|Q86VR2|RETR3_HUMAN,Q86VR2,RETREG3,5.521276656,45.92719141,0.37342604,0.7154409222873785,0.000248116,0.011395286,NS,True
sp|Q86VS8|HOOK3_HUMAN,Q86VS8,HOOK3,0.293612885,1.225705925,0.258251486,0.6851267998381004,3.717257196,4.556264172,NS,False
sp|Q86VU5|CMTD1_HUMAN,Q86VU5,COMTD1,1.568300033,2.965550691,0.238306915,0.6671092025811965,0.035416889,0.105030579,NS,False
sp|Q86VW2|ARHGP_HUMAN,Q86VW2,ARHGEF25,0.252992168,1.191676106,0.211855418,0.6338879356368068,2.491690042,2.969287485,NS,False
sp|Q86W42|THOC6_HUMAN,Q86W42,THOC6,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86W92|LIPB1_HUMAN,Q86W92,PPFIBP1,-0.411047384,0.752077174,0.271056591,0.6989184211029795,0.9351877,0.703333322,NS,False
sp|Q86WB0|ZC3C1_HUMAN,Q86WB0,ZC3HC1,-0.536657714,0.689366112,0.387552457,0.7243557532813095,2.129620586,1.468088264,NS,False
sp|Q86WC4|OSTM1_HUMAN,Q86WC4,OSTM1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86WJ1|CHD1L_HUMAN,Q86WJ1,CHD1L,0.610350673,1.526630238,0.37309171,0.7154409222873785,0.060656316,0.092599767,NS,False
sp|Q86WN1|FCSD1_HUMAN,Q86WN1,FCHSD1,0.943847631,1.923651734,0.559214862,0.8277323770433996,0.190459105,0.366376988,NS,False
sp|Q86WQ0|NR2CA_HUMAN,Q86WQ0,NR2C2AP,1.946185937,3.853544195,0.300336395,0.7154409222873785,0.035608799,0.137220081,NS,False
sp|Q86WR0|CCD25_HUMAN,Q86WR0,CCDC25,1.815884111,3.520753227,0.07222434,0.40807998780207133,0.041427766,0.145856942,NS,False
sp|Q86WW8|COA5_HUMAN,Q86WW8,COA5,-9.004845043,0.001946577,0.122000837,0.5126951311120616,0.133460102,0.00025979,NS,True
sp|Q86WX3|AROS_HUMAN,Q86WX3,RPS19BP1,-3.25482369,0.104761194,0.389761198,0.7254665473857198,0.405542948,0.042485163,NS,False
sp|Q86X29|LSR_HUMAN,Q86X29,LSR,-1.287633932,0.409622273,0.319052095,0.7154409222873785,0.120958878,0.049547451,NS,False
sp|Q86X55|CARM1_HUMAN,Q86X55,CARM1,0.608197781,1.524353792,0.249209837,0.6750284953447325,0.306812978,0.467691526,NS,False
sp|Q86X76|NIT1_HUMAN,Q86X76,NIT1,0.115351502,1.083238937,0.765329866,0.9207063679475874,1.744459157,1.889666082,NS,False
sp|Q86XI2|CNDG2_HUMAN,Q86XI2,NCAPG2,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86XL3|ANKL2_HUMAN,Q86XL3,ANKLE2,0.946520708,1.927219249,0.11992204,0.5117853503006873,0.783195195,1.509388855,NS,False
sp|Q86XN8|MEX3D_HUMAN,Q86XN8,MEX3D,1.05468733,2.077267959,0.137214126,0.532219314257504,0.37616648,0.781398575,NS,False
sp|Q86XP3|DDX42_HUMAN,Q86XP3,DDX42,-0.070979406,0.951991498,0.763193166,0.9200290805450527,4.108637123,3.911387609,NS,False
sp|Q86XZ4|SPAS2_HUMAN,Q86XZ4,SPATS2,-0.122983372,0.918286746,0.799203055,0.9374311992474916,0.634933503,0.58305102,NS,False
sp|Q86Y07|VRK2_HUMAN,Q86Y07,VRK2,-0.693236053,0.618465038,0.048038574,0.34157374086666664,0.253692097,0.156899693,NS,False
sp|Q86Y37|CACL1_HUMAN,Q86Y37,CACUL1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86Y46|K2C73_HUMAN,Q86Y46,KRT73,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86Y56|DAAF5_HUMAN,Q86Y56,DNAAF5,1.556283508,2.94095255,0.312985981,0.7154409222873785,0.248038755,0.72947021,NS,False
sp|Q86Y79|PTH_HUMAN,Q86Y79,PTRH1,-0.273632398,0.827234123,0.580733246,0.8361877530381231,1.348073252,1.115172195,NS,False
sp|Q86Y82|STX12_HUMAN,Q86Y82,STX12,0.43136305,1.348507037,0.221815649,0.6475438427348394,4.352471638,5.869338634,NS,False
sp|Q86Y91|KI18B_HUMAN,Q86Y91,KIF18B,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86YP4|P66A_HUMAN,Q86YP4,GATAD2A,1.113335695,2.163452874,0.306146036,0.7154409222873785,0.19409837,0.419922676,NS,False
sp|Q86YR5|GPSM1_HUMAN,Q86YR5,GPSM1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q86YV9|HPS6_HUMAN,Q86YV9,HPS6,8.070806952,268.8778221,0.004864591,0.34157374086666664,0.000248116,0.066712979,On/Off,True
sp|Q8IU81|I2BP1_HUMAN,Q8IU81,IRF2BP1,-0.804042901,0.572741917,0.50664544,0.7966430583674776,0.031395456,0.017981494,NS,False
sp|Q8IUC4|RHPN2_HUMAN,Q8IUC4,RHPN2,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q8IUD2|RB6I2_HUMAN,Q8IUD2,ERC1,0.05998482,1.042454792,0.807867325,0.9397366893508647,5.644886174,5.884538641,NS,False
sp|Q8IUE6|H2A2B_HUMAN,Q8IUE6,H2AC21,-0.229242472,0.85308271,0.320736736,0.7154409222873785,5.531683519,4.718983565,NS,False
sp|Q8IUF1|ZNG1B_HUMAN,Q8IUF1,ZNG1B,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q8IUF8|RIOX2_HUMAN,Q8IUF8,RIOX2,-1.07532102,0.474565451,0.48729871,0.7873105186245476,0.034602547,0.016421173,NS,False
sp|Q8IUI8|CRLF3_HUMAN,Q8IUI8,CRLF3,0.388865314,1.309363179,0.505343307,0.7957779465586914,1.399644922,1.832643524,NS,False
sp|Q8IV08|PLD3_HUMAN,Q8IV08,PLD3,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q8IV20|LACC1_HUMAN,Q8IV20,LACC1,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q8IV38|ANKY2_HUMAN,Q8IV38,ANKMY2,-7.412889063,0.005868107,0.315474541,0.7154409222873785,0.044271573,0.00025979,NS,True
sp|Q8IV48|ERI1_HUMAN,Q8IV48,ERI1,-0.262513505,0.833634272,0.727135346,0.9038568478126582,0.134751726,0.112333657,NS,False
sp|Q8IVD9|NUDC3_HUMAN,Q8IVD9,NUDCD3,0.154383314,1.112945783,0.823645555,0.9449849459542163,0.670182422,0.7458767,NS,False
sp|Q8IVF2|AHNK2_HUMAN,Q8IVF2,AHNAK2,0.414011716,1.332385645,0.176303542,0.589340238952381,43.42281087,57.85592989,NS,False
sp|Q8IVF7|FMNL3_HUMAN,Q8IVF7,FMNL3,1.099126647,2.142249696,0.478810968,0.781353636513792,0.027350292,0.058591154,NS,False
sp|Q8IVL5|P3H2_HUMAN,Q8IVL5,P3H2,-3.381244496,0.095971876,0.166471549,0.5783190932097901,0.219388633,0.021055139,NS,False
sp|Q8IVM0|CCD50_HUMAN,Q8IVM0,CCDC50,0.618145235,1.534900605,0.176441986,0.589340238952381,4.363969293,6.69825911,NS,False
sp|Q8IVS2|FABD_HUMAN,Q8IVS2,MCAT,-0.543324888,0.686187672,0.187073145,0.5991709993150685,0.792271946,0.543647242,NS,False
sp|Q8IVT2|MISP_HUMAN,Q8IVT2,MISP,-9.399020212,0.001481198,0.01350337,0.34157374086666664,0.175392089,0.00025979,On/Off,True
sp|Q8IW35|CEP97_HUMAN,Q8IW35,CEP97,0.13759886,1.100072693,0.899489055,0.9657100300567809,0.026102032,0.028714133,NS,False
sp|Q8IW45|NNRD_HUMAN,Q8IW45,NAXD,2.438567692,5.421032636,0.025367198,0.34157374086666664,0.058731066,0.318383027,Exploratory_Up,False
sp|Q8IW50|F219A_HUMAN,Q8IW50,FAM219A,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q8IWA0|WDR75_HUMAN,Q8IWA0,WDR75,-8.755433127,0.00231394,0.049625913,0.34157374086666664,0.112271877,0.00025979,On/Off,True
sp|Q8IWB1|IPRI_HUMAN,Q8IWB1,ITPRIP,-0.591912095,0.663462995,0.787266329,0.9330141625368091,0.010472185,0.006947907,NS,False
sp|Q8IWC1|MA7D3_HUMAN,Q8IWC1,MAP7D3,-0.364177977,0.77691142,0.867725994,0.953482410044613,0.037166784,0.028875299,NS,False
sp|Q8IWD4|CC117_HUMAN,Q8IWD4,CCDC117,-6.519133528,0.010902981,0.374163936,0.7154409222873785,0.023827459,0.00025979,NS,True
sp|Q8IWE2|NXP20_HUMAN,Q8IWE2,FAM114A1,0.847987818,1.799988661,0.014585212,0.34157374086666664,3.073449299,5.532173888,NS,False
sp|Q8IWE5|PKHM2_HUMAN,Q8IWE5,PLEKHM2,0.06633104,1.04705051,0.052175215,0.34157374086666664,0.000248116,0.00025979,NS,True
sp|Q8IWJ2|GCC2_HUMAN,Q8IWJ2,GCC2,0.167956445,1.123465985,0.696521037,0.8906311103828125,1.346471114,1.512714496,NS,False
sp|Q8IWL3|HSC20_HUMAN,Q8IWL3,HSCB,0.838191445,1.787807551,0.586811565,0.8401520285198136,0.036116156,0.064568737,NS,False
sp|Q8IWR0|Z3H7A_HUMAN,Q8IWR0,ZC3H7A,0.227413226,1.170733923,0.727392741,0.9039479519893697,0.23378431,0.273699222,NS,False
sp|Q8IWS0|PHF6_HUMAN,Q8IWS0,PHF6,-0.062019639,0.957922178,0.828558407,0.9450538027447796,2.040564703,1.954702185,NS,False
sp|Q8IWT0|ARCH_HUMAN,Q8IWT0,ZBTB8OS,0.632048702,1.549764177,0.120732964,0.5117853503006873,0.757284823,1.173612891,NS,False
sp|Q8IWX8|CHERP_HUMAN,Q8IWX8,CHERP,-0.011579916,0.992005541,0.970869846,0.9905358065330286,4.051806952,4.019414946,NS,False
sp|Q8IWY9|CDAN1_HUMAN,Q8IWY9,CDAN1,4.836055762,28.56260706,0.373302763,0.7154409222873785,0.000248116,0.007086849,NS,True
sp|Q8IWZ3|ANKH1_HUMAN,Q8IWZ3,ANKHD1,-0.73468076,0.600950989,0.312112487,0.7154409222873785,0.947181871,0.569209882,NS,False
sp|Q8IWZ8|SUGP1_HUMAN,Q8IWZ8,SUGP1,0.337045405,1.263167016,0.794325038,0.9359117318600192,0.137574028,0.173778974,NS,False
sp|Q8IX01|SUGP2_HUMAN,Q8IX01,SUGP2,-13.27637966,0.000100789,0.116164735,0.5117853503006873,2.577576111,0.00025979,NS,True
sp|Q8IX12|CCAR1_HUMAN,Q8IX12,CCAR1,-0.720739905,0.606786164,0.032064275,0.34157374086666664,7.410040207,4.496309875,NS,False
sp|Q8IX90|SKA3_HUMAN,Q8IX90,SKA3,-2.725096729,0.151239121,0.401498824,0.7312163300593472,1.152445524,0.174294848,NS,False
